date r[AU] clt[rad] lon[rad] n[1/cm^3] P[Pa] vr[km/s] vclt[km/s] vlon[km/s] Br[nT] Bclt[nT] Blon[nT]
2019-07-02T12:04:22 3.16706e-01 1.51876e+00 2.11369e-06 1.10352e+03 2.43106e-09 3.88636e+02 -4.94438e-01 -6.95178e-01 -1.36567e+01 5.32938e-01 1.43047e+00 
2019-07-02T12:13:52 3.16706e-01 1.51875e+00 2.06816e-06 1.10290e+03 2.43008e-09 3.88654e+02 -4.92993e-01 -6.94415e-01 -1.36538e+01 5.27911e-01 1.43027e+00 
2019-07-02T12:24:14 3.16706e-01 1.51873e+00 2.01848e-06 1.10228e+03 2.42910e-09 3.88672e+02 -4.91433e-01 -6.93358e-01 -1.36505e+01 5.23127e-01 1.43039e+00 
2019-07-02T12:33:52 3.16706e-01 1.51872e+00 1.97233e-06 1.10166e+03 2.42811e-09 3.88688e+02 -4.89738e-01 -6.91988e-01 -1.36468e+01 5.18528e-01 1.43073e+00 
2019-07-02T12:43:52 3.16706e-01 1.51871e+00 1.92442e-06 1.10104e+03 2.42713e-09 3.88704e+02 -4.87894e-01 -6.90310e-01 -1.36429e+01 5.14057e-01 1.43119e+00 
2019-07-02T12:54:14 3.16707e-01 1.51869e+00 1.87474e-06 1.10042e+03 2.42615e-09 3.88720e+02 -4.85874e-01 -6.88365e-01 -1.36389e+01 5.09648e-01 1.43165e+00 
2019-07-02T13:03:52 3.16707e-01 1.51868e+00 1.82860e-06 1.09979e+03 2.42518e-09 3.88734e+02 -4.83652e-01 -6.86217e-01 -1.36348e+01 5.05227e-01 1.43202e+00 
2019-07-02T13:13:52 3.16707e-01 1.51867e+00 1.78068e-06 1.09917e+03 2.42420e-09 3.88749e+02 -4.81216e-01 -6.83933e-01 -1.36309e+01 5.00719e-01 1.43220e+00 
2019-07-02T13:24:14 3.16707e-01 1.51865e+00 1.73100e-06 1.09854e+03 2.42322e-09 3.88763e+02 -4.78564e-01 -6.81573e-01 -1.36273e+01 4.96042e-01 1.43211e+00 
2019-07-02T13:33:52 3.16707e-01 1.51864e+00 1.68487e-06 1.09791e+03 2.42222e-09 3.88776e+02 -4.75709e-01 -6.79205e-01 -1.36240e+01 4.91116e-01 1.43170e+00 
2019-07-02T13:43:52 3.16707e-01 1.51863e+00 1.63699e-06 1.09729e+03 2.42121e-09 3.88789e+02 -4.72690e-01 -6.76856e-01 -1.36212e+01 4.85877e-01 1.43093e+00 
2019-07-02T13:54:14 3.16707e-01 1.51861e+00 1.58732e-06 1.09668e+03 2.42018e-09 3.88802e+02 -4.69558e-01 -6.74577e-01 -1.36189e+01 4.80286e-01 1.42971e+00 
2019-07-02T14:03:50 3.16707e-01 1.51860e+00 1.54131e-06 1.09608e+03 2.41914e-09 3.88814e+02 -4.66382e-01 -6.72443e-01 -1.36171e+01 4.74352e-01 1.42800e+00 
2019-07-02T14:13:49 3.16707e-01 1.51859e+00 1.49347e-06 1.09550e+03 2.41806e-09 3.88826e+02 -4.63251e-01 -6.70539e-01 -1.36158e+01 4.68137e-01 1.42578e+00 
2019-07-02T14:24:12 3.16707e-01 1.51857e+00 1.44367e-06 1.09493e+03 2.41697e-09 3.88837e+02 -4.60260e-01 -6.68944e-01 -1.36149e+01 4.61754e-01 1.42308e+00 
2019-07-02T14:33:49 3.16707e-01 1.51856e+00 1.39766e-06 1.09439e+03 2.41585e-09 3.88846e+02 -4.57502e-01 -6.67697e-01 -1.36143e+01 4.55344e-01 1.41996e+00 
2019-07-02T14:43:49 3.16707e-01 1.51855e+00 1.34974e-06 1.09387e+03 2.41473e-09 3.88854e+02 -4.55067e-01 -6.66823e-01 -1.36139e+01 4.49065e-01 1.41651e+00 
2019-07-02T14:54:12 3.16708e-01 1.51853e+00 1.29997e-06 1.09337e+03 2.41361e-09 3.88861e+02 -4.53020e-01 -6.66337e-01 -1.36137e+01 4.43059e-01 1.41281e+00 
2019-07-02T15:03:46 3.16708e-01 1.51852e+00 1.25415e-06 1.09289e+03 2.41249e-09 3.88867e+02 -4.51385e-01 -6.66258e-01 -1.36135e+01 4.37433e-01 1.40895e+00 
2019-07-02T15:13:43 3.16708e-01 1.51851e+00 1.20648e-06 1.09244e+03 2.41140e-09 3.88872e+02 -4.50163e-01 -6.66623e-01 -1.36133e+01 4.32262e-01 1.40500e+00 
2019-07-02T15:24:08 3.16708e-01 1.51849e+00 1.15656e-06 1.09200e+03 2.41033e-09 3.88875e+02 -4.49314e-01 -6.67477e-01 -1.36130e+01 4.27578e-01 1.40104e+00 
2019-07-02T15:33:38 3.16708e-01 1.51848e+00 1.11104e-06 1.09158e+03 2.40928e-09 3.88878e+02 -4.48764e-01 -6.68844e-01 -1.36126e+01 4.23368e-01 1.39714e+00 
2019-07-02T15:43:38 3.16708e-01 1.51847e+00 1.06310e-06 1.09117e+03 2.40827e-09 3.88880e+02 -4.48433e-01 -6.70730e-01 -1.36121e+01 4.19605e-01 1.39338e+00 
